place_id,business_name,category,address,postcode_area,town_searched,rating,review_count,business_status,phone,phone_intl,website,google_maps_url
ChIJ7-TWaR3H2EcRzi1QwI09If0,Station Dry Cleaners,ironing service,"6 Station Approach, Laindon, Basildon SS15 6UA",SS15,Basildon,4.8,72,OPERATIONAL,01268 541441,+44 1268 541441,http://www.stationcleaners.co.uk/,https://maps.google.com/?cid=18239927644853382606
ChIJwa607R_E2EcR5bNM1RlrW-E,Quality Kleen,ironing service,"432 Whitmore Way, Basildon SS14 2HB",SS14,Basildon,4.5,57,OPERATIONAL,01268 520361,+44 1268 520361,,https://maps.google.com/?cid=16238690640111383525
ChIJAUeEdFHF2EcRaT2okfZA1jM,Canvey Ironing & Laundry,ironing service,"Unit 12 Vikings Way, Canvey Island SS8 0PB",SS8,Basildon,4.9,68,OPERATIONAL,01268 510591,+44 1268 510591,http://www.canveyironing.co.uk/,https://maps.google.com/?cid=3735244368700259689
ChIJR4nM5HqP2EcRYZUoi0ezhMI,Stansted Ironing Services,ironing service,"34 Lower St, Stansted Mountfitchet, Stansted CM24 8LP",CM24,Basildon,4.4,11,OPERATIONAL,01279 813600,+44 1279 813600,,https://maps.google.com/?cid=14016525060142568801
ChIJczIAC7bF2EcRqM7yvob5WgE,The Ironing Company,ironing service,"Seamore Ave, South Benfleet, Benfleet SS7 4EX",SS7,Basildon,4.3,7,OPERATIONAL,07502 416209,+44 7502 416209,,https://maps.google.com/?cid=97664699066404520
ChIJ53H2K7vc2EcRTtpObAwBVCg,Pressed for Time Ironing Services,ironing service,"Clarks Cottages, Rawreth Ln, Rawreth, Wickford SS11 8SP",SS11,Basildon,,,OPERATIONAL,01268 786262,+44 1268 786262,,https://maps.google.com/?cid=2905948812429154894
ChIJuxTiwcrF2EcR66zS4e-sHtQ,Grotbags Cleaning Services Ltd (Specialist Cleaning),ironing service,"38 Malyons Grn, Basildon SS13 1PP",SS13,Basildon,4.9,63,OPERATIONAL,07387 976849,+44 7387 976849,https://grotbagscleaningservicesltd.com/,https://maps.google.com/?cid=15284844331627883755
ChIJpRWE13PE2EcRtl5S4ZD2YLk,Timpson,ironing service,"Cricketers Wy., Basildon SS13 1SA",SS13,Basildon,4.3,41,OPERATIONAL,01268 280564,+44 1268 280564,https://www.timpson.co.uk/stores/Basildon-Sainsburys,https://maps.google.com/?cid=13357947596896886454
ChIJSTmYSQfH2EcRk1R9_4uPRXM,Sapphire Specialist Cleaning LTD,ironing service,"53a Dewsgreen, Basildon SS16 4NS",SS16,Basildon,4.9,33,OPERATIONAL,07721 479770,+44 7721 479770,http://sapphirespecialistcleaning.co.uk/,https://maps.google.com/?cid=8306202919204377747
ChIJtYCtShHE2EcR2eW09oj_iv8,Supermend,ironing service,"75 Whitmore Way, Basildon SS14 3NR",SS14,Basildon,4.7,54,OPERATIONAL,01268 451751,+44 1268 451751,http://www.supermend.co.uk/,https://maps.google.com/?cid=18413810990177379801
ChIJd6x7kZbb2EcRqBilY2EQ6YI,Thundersley Ironing Services,ironing service,"29 Hart Rd, Thundersley, Benfleet SS7 3PB",SS7,Basildon,,,OPERATIONAL,07990 974466,+44 7990 974466,,https://maps.google.com/?cid=9433088904973850792
ChIJR-RsgYfH2EcRBkzRzilaaQM,Timpson,ironing service,"7a Eastgate Mall, Basildon SS14 1JJ",SS14,Basildon,4.1,30,OPERATIONAL,01268 293537,+44 1268 293537,https://www.timpson.co.uk/stores/Basildon-Eastgate-Mall,https://maps.google.com/?cid=245826790278384646
ChIJrbcWN8nE2EcR9w7ahafOKuo,Pressed for Time,ironing service,"165 Church Rd, South Benfleet, Benfleet SS7 4EN",SS7,Basildon,4.3,25,OPERATIONAL,01268 754022,+44 1268 754022,,https://maps.google.com/?cid=16873526172797505271
ChIJwQ0F66rd2EcRf4V0fzk0e_M,Time For You Cleaning,domestic cleaner,"Great Oaks, Basildon SS14 1JE",SS14,Basildon,4.8,30,OPERATIONAL,01268 947122,+44 1268 947122,https://timeforyou.cleaning/uk/home-cleaning/southend/,https://maps.google.com/?cid=17544674194908022143
ChIJUcY8yRLFPCoRjmqbwITie8o,DTS Cleaning Services Ltd,domestic cleaner,"Dry St, Basildon SS14 1EB",SS14,Basildon,4.9,36,OPERATIONAL,01268 260622,+44 1268 260622,http://dtscleaningservices.co.uk/,https://maps.google.com/?cid=14590504477591825038
ChIJwcK9Nry-2EcR54KQeD8cnL0,Hey Presto Services,domestic cleaner,"Elm Road, North Benfleet, Brentwood, Basildon CM14 4LU",CM14,Basildon,4.4,59,OPERATIONAL,07595 607703,+44 7595 607703,https://heypresto-cleaners.co.uk/,https://maps.google.com/?cid=13662826428466496231
ChIJp6nMGrPfVU8RcTvrk0mvPHk,Blue Peak Cleaning Solutions,domestic cleaner,"22 Wynters, Basildon SS16 5DG",SS16,Basildon,5,45,OPERATIONAL,07704 308462,+44 7704 308462,http://www.bluepeakcleaning.co.uk/,https://maps.google.com/?cid=8736050107741059953
ChIJuazFElHF2EcR8PAnkJzsAQE,VV touch of perfection housekeeping ltd,domestic cleaner,"Darwin Ct, Basildon SS14 3SY",SS14,Basildon,,,OPERATIONAL,07949 163202,+44 7949 163202,,https://maps.google.com/?cid=72599226192228592
ChIJl3WXVhTE2EcR8dUnqTVwe-4,Blissful Shine,domestic cleaner,"2 Rochester Way, Basildon SS14 3QF",SS14,Basildon,5,1,OPERATIONAL,0800 977 5431,+44 800 977 5431,http://blissfulshine.co.uk/,https://maps.google.com/?cid=17184452178935797233
ChIJQ5j7wlrb2EcRlN4kbeLFmj8,Mrs Mop Cleaning Company,house cleaning service,"88 Thisselt Rd, Canvey Island SS8 9BN",SS8,Basildon,4.9,31,OPERATIONAL,07359 059569,+44 7359 059569,https://5f012566c3918.site123.me/,https://maps.google.com/?cid=4583193147087314580
ChIJq6qGJi3F2EcRoVSkg582b9A,Molly Maid in Benfleet,house cleaning service,"19 Greenwood Ave, South Benfleet, Benfleet SS7 1LD",SS7,Basildon,4.4,16,OPERATIONAL,01268 442023,+44 1268 442023,https://www.mollymaid.co.uk/locations/essex/benfleet/?utm_source=gmb&utm_medium=organic&utm_campaign=benfleet,https://maps.google.com/?cid=15019283341040178337
ChIJd7NNBKy72EcRXKCY_MSbnjo,Essex Sparkle Clean,house cleaning service,"154 High Rd, South Benfleet, Benfleet SS7 5LD",SS7,Basildon,5,40,OPERATIONAL,07720 241166,+44 7720 241166,https://www.essexsparkleclean.co.uk/,https://maps.google.com/?cid=4223984770873860188
ChIJs8StoyjH2EcRMdaG9QOhxII,Ovencleanse Oven Cleaning Services,oven cleaning service,"Honeypot Ln, Basildon SS14 2EJ",SS14,Basildon,5,8,OPERATIONAL,07434 123711,+44 7434 123711,http://www.ovencleanse.co.uk/,https://maps.google.com/?cid=9422833358742148657
ChIJ2Vq4kUvD2EcRRQhRH9OgMnM,Let's Gleam Oven Clean,oven cleaning service,"2 Ovington Gardens, Billericay CM12 0UP",CM12,Basildon,5,27,OPERATIONAL,07720 781202,+44 7720 781202,http://www.letsgleamovenclean.co.uk/,https://maps.google.com/?cid=8300873891821193285
ChIJoSEjKgvF2EcRIw2t3M8hIlU,Waynes oven cleaning,oven cleaning service,"Rokescroft, Basildon SS13 3EA",SS13,Basildon,3.8,10,OPERATIONAL,07788 881515,+44 7788 881515,http://waynesovencleaning.co.uk/,https://maps.google.com/?cid=6134502819076312355
ChIJl6by4uPB2EcRFLIRV0z0bsY,Oven Cleaning Brentwood,oven cleaning service,"17 York Rd, Billericay CM12 0XE",CM12,Basildon,5,14,OPERATIONAL,01277 889703,+44 1277 889703,http://ovencleaningbrentwood.com/,https://maps.google.com/?cid=14298634475663372820
ChIJB38j7GPZ2EcRAZ61Wx2GPrc,IMD Oven cleaning,oven cleaning service,"54 Hamlet Ct Rd, Westcliff-on-Sea, Southend-on-Sea, Westcliff-on-Sea SS0 7LP",SS0,Basildon,5,240,OPERATIONAL,,,http://www.imdovencleaningessex.co.uk/,https://maps.google.com/?cid=13204138618147675649
ChIJaycPeCTb2EcRWyrbikObFBQ,CL Domestic Oven Cleaning,oven cleaning service,"Rayleigh Rd, Southend-on-Sea, Leigh-on-Sea SS9 5HL",SS9,Basildon,5,149,OPERATIONAL,07877 877103,+44 7877 877103,https://www.facebook.com/CL-Domestic-Cleaning-102321521314020/,https://maps.google.com/?cid=1446952094687504987
ChIJK3IWUFDn2EcRZdFj3qqhSJ0,The Oven Guy,oven cleaning service,"Treetops, Southview Rd, Danbury, Chelmsford CM3 4DX",CM3,Basildon,5,374,OPERATIONAL,07368 481372,+44 7368 481372,http://www.theovenguy.co.uk/,https://maps.google.com/?cid=11333486217525449061
ChIJ5xnb7IjZ2EcRAQBKzpON8LU,Grubby Mitts Professional Oven Cleaning,oven cleaning service,"Garwood Court, Eastwood Rd, Southend-on-Sea, Leigh-on-Sea SS9 3AB",SS9,Basildon,5,383,OPERATIONAL,07843 769918,+44 7843 769918,https://www.grubbymittsovencleaning.co.uk/,https://maps.google.com/?cid=13110134181236178945
ChIJx-ZA0ybH2EcR9wi26hbZ_Hc,Oven Rescue Essex,oven cleaning service,"56 Howell Rd, Corringham, Stanford-le-Hope SS17 8JH",SS17,Basildon,5,1,OPERATIONAL,07827 320555,+44 7827 320555,https://ovenrescue.co.uk/local-oven-cleaning/essex/,https://maps.google.com/?cid=8646024077094815991
ChIJKVTuI5ie2EcR99Y92fRHydA,oven cleaning by wash n tumble,oven cleaning service,"Rivendell, The St, Shalford, Braintree CM7 5HN",CM7,Basildon,5,24,OPERATIONAL,01376 337442,+44 1376 337442,http://www.washntumble.com/,https://maps.google.com/?cid=15044635147150153463
ChIJf74dcDy32EcRS3ZF-_bUyjU,OvenGleamers Thurrock,oven cleaning service,"Buona, Fortuna, Clifford Rd, Chafford Hundred, Grays RM16 6QL",RM16,Basildon,5,341,OPERATIONAL,01375 350075,+44 1375 350075,http://www.ovengleamers.com/ovencleaning/thurrock.html,https://maps.google.com/?cid=3876144586548409931
ChIJa4m16T7j2EcR5EG4m-mtxYQ,Essex Oven Cleaners,oven cleaning service,"Joyes, Kelvedon, Colchester CO5 9AN",CO5,Basildon,5,10,OPERATIONAL,01245 451003,+44 1245 451003,https://www.essexovencleaners.co.uk/,https://maps.google.com/?cid=9567244202270015972
ChIJzaC-2vjD2EcREh2h6Jie6SQ,Cookerburra Oven Cleaning Services - Essex,oven cleaning service,"14 Friern Walk, Wickford SS12 0HZ",SS12,Basildon,5,4,OPERATIONAL,01268 572974,+44 1268 572974,https://www.cookerburra.co.uk/,https://maps.google.com/?cid=2659831434514078994
ChIJGxUo7yXH2EcRc6YoGENrK2M,CL Oven Clean,oven cleaning service,"12 Claremont Rd, Essex SS15 5QB",SS15,Basildon,,,OPERATIONAL,07877 877103,+44 7877 877103,,https://maps.google.com/?cid=7145923169665721971
ChIJzSoRXOTb2EcRqhPyPg333EA,Hygiene 'n' Clean,oven cleaning service,"35 Progress Rd, Southend-on-Sea, Leigh-on-Sea SS9 5PR",SS9,Basildon,5,57,OPERATIONAL,01702 513134,+44 1702 513134,https://hygiene-n-clean.com/?utm_source=gmb_profile&utm_medium=organic,https://maps.google.com/?cid=4673882149566419882
ChIJ5Ty4-Gzz2EcRBT8YHD7W2M4,Elite Ovens,oven cleaning service,Dunmow CM6 3GP,CM6,Basildon,5,23,OPERATIONAL,07789 748591,+44 7789 748591,http://eliteovens.co.uk/,https://maps.google.com/?cid=14904898529030323973
ChIJ57RtYFp8Ag0RAZX294tZRtE,Freemans oven & appliance cleaning,oven cleaning service,"Ramsey Dr, Dunmow CM6 1FT",CM6,Basildon,5,2,OPERATIONAL,07399 737670,+44 7399 737670,,https://maps.google.com/?cid=15079838859992143105
ChIJkcf60-MX5S8RudijKnoJ9J8,Sparkle & Shine Oven Cleaning and Repairs,oven cleaning service,"Elmsleigh Drive, Shoeburyness, Southend-on-Sea, Leigh-on-Sea SS4 9JH",SS4,Basildon,5,39,OPERATIONAL,07477 380110,+44 7477 380110,https://www.sparkleandshineovencleaning.co.uk/,https://maps.google.com/?cid=11525847766653982905
ChIJVTN7kED_OiMRnVBNSYEqFoE,Heads High Services,window cleaner,"Flat 8, Squire House, Billericay CM12 9AS",CM12,Billericay,5,19,OPERATIONAL,07967 544944,+44 7967 544944,https://headshighservices.co.uk/,https://maps.google.com/?cid=9301668815149289629
ChIJf0GdVsKT2EcR5JePreOYDr4,B|S General Cleaning Company,window cleaner,"Sworders, Pleshey, Chelmsford CM3 1HU",CM3,Billericay,5,119,OPERATIONAL,07889 393866,+44 7889 393866,http://www.bsgeneralcleaning.co.uk/,https://maps.google.com/?cid=13695051620517124068
ChIJ40yKPd_B2EcR6kndCtzubCY,Supreme Clean Plus,window cleaner,"218 Mountnessing Rd, Billericay CM12 0EH",CM12,Billericay,5,5,OPERATIONAL,01277 637111,+44 1277 637111,http://www.supremecleanplus.com/,https://maps.google.com/?cid=2768850499768502762
ChIJ2fBNvvTp2EcR31wPf9xMfFs,ACS Window Cleaning,window cleaner,"16 Arnold Way, Chelmsford CM2 8PA",CM2,Billericay,4.9,43,OPERATIONAL,01245 612348,+44 1245 612348,http://acs1st.co.uk/,https://maps.google.com/?cid=6592228464471792863
ChIJo1jlelq_2EcRUzw_ttA_-hk,JJB Window Cleaning Services,window cleaner,"14 Honeysuckle Cl, Pilgrims Hatch, Brentwood CM15 9QE",CM15,Billericay,4.5,16,OPERATIONAL,07572 102919,+44 7572 102919,,https://maps.google.com/?cid=1871878760769207379
ChIJiRi_MPyb2EcRKONYrv7tlts,Wheelers Window Cleaners,window cleaner,"1A The Forebury, Sawbridgeworth CM21 9BD",CM21,Billericay,5,89,OPERATIONAL,07988 837913,+44 7988 837913,http://wheelerswindowcleaners.com/,https://maps.google.com/?cid=15823096018915353384
ChIJkYY_-9rr2EcREugF0BUYCog,Essex Elite Cleaning,window cleaner,"12 Broomfield Rd, Chelmsford CM1 1SN",CM1,Billericay,5,6,OPERATIONAL,01245 837411,+44 1245 837411,http://essexelitecleaning.co.uk/,https://maps.google.com/?cid=9802674020888733714
ChIJ9wjpNWHp2EcRZi4OojWoj-s,Chelmer Window Cleaning,window cleaner,"155 Hill View Rd, Springfield, Chelmsford CM1 7RZ",CM1,Billericay,5,15,OPERATIONAL,07900 933740,+44 7900 933740,http://www.chelmerwindowcleaning.co.uk/,https://maps.google.com/?cid=16973970468888260198
ChIJnxSaN0u1Eq8R9DkxC61VYhE,Window Cleaner Essex ltd,window cleaner,"4 Buchanan Way, Latchingdon, Chelmsford CM3 6HL",CM3,Billericay,5,18,OPERATIONAL,07709 073271,+44 7709 073271,http://windowcleaneressex.co.uk/,https://maps.google.com/?cid=1252657848067897844
ChIJCVF5QTO72EcRp05vRAmXTqw,JH Cleaning & Support Services,window cleaner,"Unit 6, Cockridden Farm Industrial Estate, Brentwood Rd, Herongate, Brentwood CM13 3LH",CM13,Billericay,5,22,OPERATIONAL,01277 532243,+44 1277 532243,https://www.jh-cleaningservices.co.uk/,https://maps.google.com/?cid=12416027288765681319
ChIJ0xvGus2N2EcRTreS2kTbtFA,Bella Vista Window Cleaning,window cleaner,"Broadwater Cottage, Church End Broxted, Broxted, Dunmow CM6 2BZ",CM6,Billericay,5,3,OPERATIONAL,07751 427242,+44 7751 427242,,https://maps.google.com/?cid=5815514107613460302
