place_id,business_name,category,address,postcode_area,town_searched,rating,review_count,business_status,phone,phone_intl,website,google_maps_url
ChIJASKaXjQtdEgRVsyPnnPdcsA,Iconic Window Cleaning,window cleaner,"Unit 14, Century Farm, Green Ln, Farnham GU9 9JH",GU9,Guildford,5,11,OPERATIONAL,01252 758119,+44 1252 758119,https://www.iconicwindowcleaning.co.uk/,https://maps.google.com/?cid=13867389691278380118
ChIJxyVpHKjRdUgRXLGZqeLATx0,The Cornish Gardener,gardener,"Hillspur Rd, Guildford GU2 8HF",GU2,Guildford,5,12,OPERATIONAL,07986 896285,+44 7986 896285,,https://maps.google.com/?cid=2112118830000615772
ChIJyUJgz3_XdUgRmP5GdluPOKI,Sage Landscape Gardening PT Ltd,gardener,"Sage Landscape Gardening PT Ltd, sutton green garden centre, Whitmoor Ln, Guildford GU4 7QB",GU4,Guildford,4.7,87,OPERATIONAL,01483 726353,+44 1483 726353,https://www.sagepltd.com/,https://maps.google.com/?cid=11689250455829282456
ChIJZb4P2LnRdUgR1kTlFUeKB6c,Gardeners Surrey,gardener,"110 High St, Guildford GU1 3HE",GU1,Guildford,5,1,OPERATIONAL,020 3198 2120,+44 20 3198 2120,http://gardenerssurrey.org.uk/,https://maps.google.com/?cid=12035740567085597910
ChIJmTmzeZ7RdUgRrgaheUGbG2Y,ALC Garden Care,gardener,"High St, Guildford GU5 0ED",GU5,Guildford,5,6,OPERATIONAL,07930 958827,+44 7930 958827,,https://maps.google.com/?cid=7357645121755612846
ChIJz_-LYt_RdUgRyYd0d2SGQsI,Sally Hart Garden Design,gardener,"29 Wodeland Ave, Guildford GU2 4JZ",GU2,Guildford,5,26,OPERATIONAL,07528 783408,+44 7528 783408,http://www.sallyhartgardendesign.co.uk/,https://maps.google.com/?cid=13997898357879900105
ChIJCRDpRP3PdUgRgT3f-ZxXk7Y,Guildford Landscapes Ltd,gardener,"7 Plaistow Rd, Dunsfold, Godalming GU8 4PG",GU8,Guildford,5,90,OPERATIONAL,01483 610953,+44 1483 610953,http://www.guildfordlandscapesltd.co.uk/,https://maps.google.com/?cid=13155955268198022529
ChIJI6-NE37bdUgRuCleL99iapQ,Nectar Gardens Limited,gardener,"12, Newlands, Buckingham Cl, Guildford GU1 1TR",GU1,Guildford,5,5,OPERATIONAL,07837 451663,+44 7837 451663,http://www.nectargardens.co.uk/,https://maps.google.com/?cid=10694468975856593336
ChIJGyny5LLRdUgRBtuwJjHdMbc,Guildford Garden Services,gardener,"13 Oak Tree Dr, Guildford GU1 1JU",GU1,Guildford,,,OPERATIONAL,07967 354034,+44 7967 354034,http://www.guildfordgardeningservices.co.uk/,https://maps.google.com/?cid=13200575185971895046
ChIJt1wd0RTRdUgRJgQ8orAZjEQ,Green Leaf Garden Services,gardener,"Nightingale Rd, Guildford GU1 1ER",GU1,Guildford,5,1,OPERATIONAL,07834 560349,+44 7834 560349,https://www.greenleafgs.co.uk/,https://maps.google.com/?cid=4939351137745372198
ChIJc42uxq4WMYYRvMcLvdFYrNI,Manning & Sons Landscaping LTD,gardener,"21 Three Gates, Guildford GU1 2UP",GU1,Guildford,5,7,OPERATIONAL,07444 594793,+44 7444 594793,https://www.manningandsonsltd.com/,https://maps.google.com/?cid=15180606101802174396
ChIJMfm4mxz8624R5IfUORCFnjI,GTR Mowing,gardener,"1 Redwood Grove, Chilworth, Guildford GU4 8NU",GU4,Guildford,5,9,OPERATIONAL,07351 146673,+44 7351 146673,https://gtrmowing.com/,https://maps.google.com/?cid=3647499052952881124
ChIJjQrdkLrRdUgRMtOv07e1DI8,Build & Scape Ltd,gardener,"113 Lime Grove, Guildford GU1 1PH",GU1,Guildford,5,22,OPERATIONAL,07886 605265,+44 7886 605265,https://www.buildandscape.com/,https://maps.google.com/?cid=10307813448279380786
ChIJl3pDy6LQdUgROpBRm5Kz5zI,Warren Garden Services,gardener,"Edward House, Old School Cl, Guildford GU1 4QJ",GU1,Guildford,5,1,OPERATIONAL,07961 030120,+44 7961 030120,,https://maps.google.com/?cid=3668097863768969274
ChIJrQEUumTRdUgRTQBWnECfVZE,The Guildford Landscaping Company,gardener,"Joseph's Rd, Guildford GU1 1DN",GU1,Guildford,5,1,OPERATIONAL,01483 377140,+44 1483 377140,,https://maps.google.com/?cid=10472451608369561677
ChIJkTL0DjXRdUgRb9QtCeo3XcY,Matthew Thomas Garden Design,gardener,"Belmont Ave, Guildford GU2 9UF",GU2,Guildford,5,2,OPERATIONAL,07793 939353,+44 7793 939353,http://www.matthewthomasgardendesign.com/,https://maps.google.com/?cid=14293642270659695727
ChIJnbEENKnRdUgRCdDP7skPLxI,Down to Earth Gardens,garden maintenance,"Queen's Rd, Guildford GU1 4BP",GU1,Guildford,5,16,OPERATIONAL,07814 261835,+44 7814 261835,https://www.downtoearth.garden/,https://maps.google.com/?cid=1310283376557543433
ChIJdbXifzfRdUgRMdU1_9v_VrM,Smart Shine Valeting Centre,mobile car valeting,"Unit 12, Foundation Units, Westfield Rd, Guildford GU1 1SF",GU1,Guildford,5,27,OPERATIONAL,07717 310046,+44 7717 310046,http://www.smartshinevaleting.co.uk/,https://maps.google.com/?cid=12922797501130855729
ChIJZT_umuDbdUgRov0m7SOLFK0,TCS Valeting & Detailing,mobile car valeting,"Banks Way, Guildford GU4 7NL",GU4,Guildford,5,111,OPERATIONAL,07849 726042,+44 7849 726042,http://tcsvaletinganddetailing.co.uk/?utm_source=gmb&utm_medium=referral,https://maps.google.com/?cid=12471746254514617762
ChIJQ0GbRp7gdUgRzy9pbRt5q9U,Auto Mobile Valet,mobile car valeting,"2 Fernlea, Great Bookham, Leatherhead KT23 3NN",KT23,Guildford,4.9,250,OPERATIONAL,07836 665955,+44 7836 665955,http://www.automobilevalet.co.uk/,https://maps.google.com/?cid=15396532909802860495
ChIJw-NbM_91dkgR6ucy--XJbaA,All That Gleams,mobile car valeting,"Sampleoak Ln, Chilworth, Guildford GU4 8QW",GU4,Guildford,5,149,OPERATIONAL,07730 426232,+44 7730 426232,https://allthatgleams.co.uk/?utm_source=gbp&utm_medium=organic,https://maps.google.com/?cid=11560117808129042410
ChIJabKdaWjRdUgRAK83QnOxc2c,H2O professional valeting centre & hand car wash,mobile car valeting,"1 Midleton Rd, Guildford GU2 8XW",GU2,Guildford,4.7,35,OPERATIONAL,07861 856503,+44 7861 856503,,https://maps.google.com/?cid=7454496916818603776
ChIJHcQZ08LbdUgRu_Wdam3Sf4M,Miles Better Valeting,mobile car valeting,"19 Gosden Hill Rd, Guildford GU4 7JE",GU4,Guildford,5,12,OPERATIONAL,07932 897499,+44 7932 897499,https://mbvs.uk/,https://maps.google.com/?cid=9475523508392818107
ChIJ1UcQ6ESvKSwRIt1MHzqhmTM,Surrey Mobile Detailing,mobile car valeting,"41 Linden Way, Ripley, Woking GU23 6LW",GU23,Guildford,5,44,OPERATIONAL,07920 487114,+44 7920 487114,http://www.surreymobiledetailing.co.uk/,https://maps.google.com/?cid=3718180238376361250
ChIJI8ogOvzZdUgRaUaT2dBc_sg,Guildford Hand Car Wash & Valeting,mobile car valeting,"UNIT 1&2, River View Business Park, Clay Ln, Jacobs Well, Guildford GU4 7PL",GU4,Guildford,4.1,489,OPERATIONAL,07809 612692,+44 7809 612692,,https://maps.google.com/?cid=14483115503743354473
ChIJHTMddTrbdUgRgU9FyvXHg8c,Pro-Touch Detailing,mobile car valeting,"107 New Rd, Chilworth, Surrey GU4 8LP",GU4,Guildford,5,16,OPERATIONAL,07785 732941,+44 7785 732941,http://www.protouchdetailing.co.uk/,https://maps.google.com/?cid=14376554293971210113
ChIJQT1vkt3QdUgRn6IYvdhW1A0,Waves Hand Car Wash Tesco Guilford,mobile car valeting,"Pod Point, Ashenden Rd, Guildford GU2 7UN",GU2,Guildford,4.7,549,OPERATIONAL,07584 246665,+44 7584 246665,https://wavescarwash.co.uk/,https://maps.google.com/?cid=996516906441155231
ChIJ1zcxasYHdkgR5WxXdpgMBnw,The Diamond Detailing Co,mobile car valeting,"Manor Farm, Cowley, Uxbridge UB8 3SG",UB8,Guildford,5,145,OPERATIONAL,07523 463358,+44 7523 463358,https://thediamonddetailingco.com/,https://maps.google.com/?cid=8936844359523331301
ChIJ5Zr0fBbRdUgRruRR5dKkOg4,HMB Detailing,mobile car valeting,"Park Drive Cottage, The Dr, Lower Eashing, Eashing, Godalming GU7 2QF",GU7,Guildford,5,7,OPERATIONAL,07741 486470,+44 7741 486470,,https://maps.google.com/?cid=1025313090877645998
ChIJ4RivEcDRdUgRGk2BZflrs-A,Signatia Ltd,mobile car valeting,"Unit 16, Midleton Enterprise Park, Guildford GU2 8FT",GU2,Guildford,5,38,OPERATIONAL,01483 967952,+44 1483 967952,https://signatia.co.uk/?utm_campaign=gmb,https://maps.google.com/?cid=16191403804221066522
ChIJHXyPyavXdUgRHBmMqyCGADs,UK Hand Car Wash,mobile car valeting,"Sutton Green Garden Centre, Whitmoor Lane, Off Woking, 7QB, Guildford Rd, Guildford GU4 7QB",GU4,Guildford,3.8,66,OPERATIONAL,,,http://www.facebook.com/ukhandcarwash,https://maps.google.com/?cid=4251545523112909084
ChIJY0RQ26LQdUgRqwLvVXrNEWI,The Stoke Dry Cleaners and Launderers,ironing service,"105 Stoke Rd, Guildford GU1 4JN",GU1,Guildford,4.6,76,OPERATIONAL,01483 531611,+44 1483 531611,https://stokedrycleaner.co.uk/,https://maps.google.com/?cid=7066655215632450219
ChIJlw0_irrRdUgRXw0Ehje8S44,SteamX Dry Cleaners & Laundry Service in Guildford,ironing service,"34 Woodbridge Hill, Guildford GU2 9AB",GU2,Guildford,3.8,68,OPERATIONAL,01483 565913,+44 1483 565913,,https://maps.google.com/?cid=10253495923296701791
ChIJrQyhiRjadUgRkKtK52MJPRo,Supreme Steam Ironing,ironing service,"1 Speedwell Cl, Guildford GU4 7HE",GU4,Guildford,5,1,OPERATIONAL,07946 896719,+44 7946 896719,,https://maps.google.com/?cid=1890677743252319120
ChIJuXx5sy_RdUgR_Ew3JIVBsGI,Amanzi Laundry Self-Service Launderette,ironing service,"38 Woodbridge Hill, Guildford GU2 9AB",GU2,Guildford,4.8,29,OPERATIONAL,,,https://amanzilaundry.co.uk/,https://maps.google.com/?cid=7111255851712072956
ChIJ9W2g3KLQdUgR53-OT1F8uUo,Savilles Launderers and Dry Cleaning,ironing service,"199 Epsom Rd, Merrow, Guildford GU1 2RB",GU1,Guildford,4.5,83,OPERATIONAL,,,http://www.savillescleaners.co.uk/,https://maps.google.com/?cid=5384471518167072743
ChIJKTWn1d7WdUgRckAd0ispc1g,Angel Ironing,ironing service,"20 Rickford Hill, Worplesdon, Guildford GU3 3PG",GU3,Guildford,5,2,OPERATIONAL,07792 175736,+44 7792 175736,,https://maps.google.com/?cid=6373483165844848754
ChIJ47mhu-vQdUgRFbDv9FY-zQY,Madrid Road Self Service Launderette,ironing service,"35 Madrid Rd, Guildford GU2 7NU",GU2,Guildford,4,80,OPERATIONAL,07539 117147,+44 7539 117147,,https://maps.google.com/?cid=490116477650710549
ChIJV-Tb7pnQdUgR2pbWkX4mnpI,"House of Tailoring , Alterations & Dry Cleaning",ironing service,"16 Jeffries Passage, Guildford GU1 4AP",GU1,Guildford,4.5,58,OPERATIONAL,07777 904929,+44 7777 904929,,https://maps.google.com/?cid=10564924100912256730
ChIJxR1hpMHQdUgR8_wzOu6JyEw,Circuit Self-Service Laundrette,ironing service,"Thomas Telford Building, Stag Hill, University Campus, Site, Guildford GU2 7XH",GU2,Guildford,1.9,112,OPERATIONAL,01422 820026,+44 1422 820026,http://www.circuit.co.uk/,https://maps.google.com/?cid=5532823798496361715
ChIJJcz6IR_RdUgRAht8jGI_5PU,Manor Park Laundrette,ironing service,"Alexander Fleming Rd, Guildford GU2 7YW",GU2,Guildford,3.1,15,OPERATIONAL,,,https://www.circuit.co.uk/,https://maps.google.com/?cid=17718356526478662402
ChIJ7TjQY5fQdUgRP8Rz9utMRLM,Swift Stitch,ironing service,"8 Haydon Pl, Guildford GU1 4LL",GU1,Guildford,4.3,136,OPERATIONAL,01483 304677,+44 1483 304677,https://www.swift-stitch.com/,https://maps.google.com/?cid=12917534207541232703
ChIJQT1vkt3QdUgRLyX7ccF3Vcs,Timpson,ironing service,"Ashenden Rd, Guildford GU2 7UN",GU2,Guildford,4.7,94,OPERATIONAL,01483 504857,+44 1483 504857,https://www.timpson.co.uk/stores/Guildford-Tesco-Ashenden-Road,https://maps.google.com/?cid=14651748635444454703
ChIJKaP3gDjRdUgRv4DYq4BZUSs,Revolution Laundry,ironing service,"Ladymead Shell, Guildford GU1 1DL",GU1,Guildford,,,OPERATIONAL,0800 208 1299,+44 800 208 1299,https://www.thelaundryrevolution.co.uk/find-a-machine,https://maps.google.com/?cid=3121374425918243007
ChIJO-VFKyPYdUgRnn3vKQ9nqKA,Mazzi Laundry,ironing service,"Marlborough House, Marlborough Rd, Woking GU21 5JG",GU21,Guildford,4.3,30,OPERATIONAL,01483 765400,+44 1483 765400,http://www.mazzilaundry.com/,https://maps.google.com/?cid=11576616156981591454
ChIJQ_nHHUfRdUgROET5wpLSBHA,Revolution Laundry,ironing service,"Aldershot Road MFG, FS060, Woodbridge Hill, Guildford GU2 8AG",GU2,Guildford,,,OPERATIONAL,0800 208 1299,+44 800 208 1299,https://www.thelaundryrevolution.co.uk/find-a-machine,https://maps.google.com/?cid=8071807959932945464
ChIJaULgVyLRdUgR1EGgtzFAzpw,KARIS SMART CLEANING SERVICES LTD,domestic cleaner,"2, Hillside Court, Guildford GU1 3NA",GU1,Guildford,5,66,OPERATIONAL,07500 531685,+44 7500 531685,,https://maps.google.com/?cid=11299039097397461460
ChIJn4ObvCHRdUgRmrBYK5nqBFM,LILI CLEANING SERVICES LTD,domestic cleaner,"Jacobs Grn, Guildford GU1 1FB",GU1,Guildford,5,11,OPERATIONAL,07999 437597,+44 7999 437597,,https://maps.google.com/?cid=5982164148632989850
ChIJP1PV5ZVDiUERNPgSfd-SeCk,Guildford Prime Cleaning,domestic cleaner,"66 Guildford Park Ave, Guildford GU2 7NL",GU2,Guildford,5,1,OPERATIONAL,07588 734002,+44 7588 734002,https://guildfordprimecleaning.co.uk/,https://maps.google.com/?cid=2988299841334081588
ChIJPSESDwDRdUgRRghYLF29Q6c,IVY House Services,domestic cleaner,"9 Lock Rd, Guildford GU1 1RG",GU1,Guildford,5,6,OPERATIONAL,07592 024462,+44 7592 024462,http://ivyhouseservices.co.uk/,https://maps.google.com/?cid=12052685235647154246
ChIJ6UT3mhvZdUgRR7MMxeiTwE0,Aldrams,domestic cleaner,"Unit 11, Parklands, Railton Rd, Guildford GU2 9JX",GU2,Guildford,4.8,23,OPERATIONAL,07538 790668,+44 7538 790668,http://www.aldrams.co.uk/,https://maps.google.com/?cid=5602640564396536647
ChIJoRJPzZzRdUgRW_hvsIcoQZY,Haus Maids Guildford & Godalming,domestic cleaner,"Parallel House, 32 London Rd, Guildford GU1 2AB",GU1,Guildford,4.2,5,OPERATIONAL,01483 370249,+44 1483 370249,https://hausmaids.co.uk/guildford-and-godalming/,https://maps.google.com/?cid=10826979542421207131
ChIJofCRCFVN0agRTTeO-yuN3OE,Brillexa Cleaning Services,domestic cleaner,"113 Stoke Rd, Guildford GU1 1ET",GU1,Guildford,5,2,OPERATIONAL,07722 175386,+44 7722 175386,https://brillexa.co.uk/,https://maps.google.com/?cid=16275038373453641549
ChIJQVU6dFPmdUgRf6lQ2SbjTis,Par-Excellence Cleaning,domestic cleaner,"17 Heron Cl, Guildford GU2 9PH",GU2,Guildford,4.9,50,OPERATIONAL,01483 610015,+44 1483 610015,http://www.parexcellencecleaning.co.uk/,https://maps.google.com/?cid=3120681347808536959
ChIJdX9T2J7QdUgRoKKLx6yTP5I,Apple Clean,domestic cleaner,"131, 14 London Rd, Guildford GU1 2AG",GU1,Guildford,5,165,OPERATIONAL,01483 299464,+44 1483 299464,https://www.appleclean.co.uk/surrey/guildford/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=guildford,https://maps.google.com/?cid=10538304023361725088
ChIJCSGD0B3RdUgRSahsqktEmeg,PROMARK CLEANING,domestic cleaner,"9 York Rd, Guildford GU1 4DR",GU1,Guildford,4.2,5,OPERATIONAL,07512 564719,+44 7512 564719,,https://maps.google.com/?cid=16760502580008495177
ChIJU-tphOnQdUgRd_aKosu11B8,Elfa Cleaning Ltd,domestic cleaner,"7 Riverview, Walnut Tree Cl, Guildford GU1 4UX",GU1,Guildford,4.6,70,OPERATIONAL,01483 300827,+44 1483 300827,https://www.elfacleaningltd.co.uk/,https://maps.google.com/?cid=2293657996448429687
ChIJjS01X0rRdUgRiDaCtxhOQ44,Godalming Cleaning Services,domestic cleaner,"Old Station Way, Godalming GU7 3HA",GU7,Guildford,4.8,22,OPERATIONAL,07909 718064,+44 7909 718064,http://www.godalmingcleaningservices.com/,https://maps.google.com/?cid=10251123044890326664
ChIJZ96lpG5FG2ARtj5volBhPQE,Pure Home Service Ltd,house cleaning service,"54 Shepherds Hill, Guildford GU2 9RZ",GU2,Guildford,4.6,27,OPERATIONAL,07447 956806,+44 7447 956806,https://purehomeservices.co.uk/,https://maps.google.com/?cid=89334566567755446
ChIJ96K7CSKfKSgRZ8AXtLQxMc4,COOPER’s Oven Cleaning,oven cleaning service,"7 Hullmead, Shamley Green, Guildford GU5 0UF",GU5,Guildford,5,18,OPERATIONAL,07535 350723,+44 7535 350723,https://www.cooperovencleaning.co.uk/,https://maps.google.com/?cid=14857711297857306727
ChIJoVSLoq0JdkgRNmtsXAPJ9_Q,Surrey Oven Cleaning,oven cleaning service,"120 Walsingham Gardens, Epsom KT19 0ND",KT19,Guildford,4.9,711,OPERATIONAL,020 3539 6033,+44 20 3539 6033,http://www.ovencleaningsurrey.co.uk/,https://maps.google.com/?cid=17651798280774642486
ChIJPXFbgUrLdUgR29y7f3RC1Zw,Oven Cleaners Surrey,oven cleaning service,"Vicarage Ln, Haslemere GU27 1ND",GU27,Guildford,5,249,OPERATIONAL,07768 256747,+44 7768 256747,https://ovencleanerssurrey.co.uk/,https://maps.google.com/?cid=11301011908082785499
ChIJVyoUWfCIACgRJoefbkJbwlw,Oven&BBQ Revive | Oven and BBQ cleaning company,oven cleaning service,"10 Lauriston Cl, Knaphill, Woking GU21 2AU",GU21,Guildford,5,185,OPERATIONAL,07592 463745,+44 7592 463745,http://ovenbbqrevive.co.uk/,https://maps.google.com/?cid=6684005137853155110
ChIJE8WM1XMpdEgRLGDi7fqWV1I,Hart Oven Cleaning Ltd,oven cleaning service,"High St, Hartley Wintney, Hook RG27 8NY",RG27,Guildford,5,150,OPERATIONAL,07497 882529,+44 7497 882529,https://www.hartovencleaning.com/,https://maps.google.com/?cid=5933377038560944172
ChIJvdR4UnrXdUgRQMC6WHiFm50,White Knight Oven cleaning Services.,oven cleaning service,"Cowshot Cres, Brookwood, Woking GU24 0PH",GU24,Guildford,5,28,OPERATIONAL,07881 713171,+44 7881 713171,http://www.whiteknightovencleaning.co.uk/,https://maps.google.com/?cid=11356817637276041280
ChIJAQBMyDTYdUgRb_6HvO-n5qI,Grime Busters Oven Cleaning Service,oven cleaning service,"4 Ford Rd, Old Woking, Woking, Surrey GU22 9HP",GU22,Guildford,5,8,OPERATIONAL,07983 220284,+44 7983 220284,https://www.grimebustersovencleaning.co.uk/,https://maps.google.com/?cid=11738254126889827951
ChIJ06pwPq3QdUgR9wWMDE-N0Pg,Stones oven clean,oven cleaning service,Guildford GU1 3HW,GU1,Guildford,3,1,OPERATIONAL,07841 481024,+44 7841 481024,,https://maps.google.com/?cid=17928985487214380535
ChIJ0WPDwdTrdUgR7CJoqmX_cUo,Spot On Oven & Carpet Cleaning,oven cleaning service,"Cheesmer Way, Horsham RH12 3UY",RH12,Guildford,5,116,OPERATIONAL,07597 913267,+44 7597 913267,http://www.spotonovencleaning.co.uk/,https://maps.google.com/?cid=5364349443290702572
ChIJvWW0BafBdUgR0a2Swub8xpQ,OvenCleaningDirect OCD,oven cleaning service,"50 Arun Rd, Billingshurst RH14 9NB",RH14,Guildford,5,20,OPERATIONAL,07769 675662,+44 7769 675662,https://www.ovencleaningdirect-horsham.co.uk/,https://maps.google.com/?cid=10720534031039114705
ChIJTRFYH0_WdUgRb9PAcRDhaIs,Brilliant Sheen Exterior Cleaning,window cleaner,"Ovington Ct, Woking GU21 3RE",GU21,Woking,5,32,OPERATIONAL,01483 489794,+44 1483 489794,http://www.brilliantsheen.co.uk/,https://maps.google.com/?cid=10045526429594080111
ChIJ8_KP3DLYdUgRGMGOwZI6qNc,Chandlers Professional Window Cleaning Services,window cleaner,"20 Winston Way, Old Woking, Woking GU22 9HR",GU22,Woking,5,2,OPERATIONAL,01483 722328,+44 1483 722328,,https://maps.google.com/?cid=15539734916228890904
ChIJa4valHjZdUgRyEkrwAwd0aw,UKWindowClean,window cleaner,"40 Commercial Way, Woking GU21 6EN",GU21,Woking,5,1,OPERATIONAL,0113 271 7313,+44 113 271 7313,https://ukwindowclean.com/window-cleaning-woking.html,https://maps.google.com/?cid=12452766385257007560
ChIJMaOwGJ7ZdUgR-dT5xnunc0k,Always Cleaned,window cleaner,"8 Marlborough Rd, Woking GU21 5JG",GU21,Woking,5,220,OPERATIONAL,07547 729552,+44 7547 729552,https://alwayscleaned.co.uk/,https://maps.google.com/?cid=5292758137151542521
ChIJb1lgvvYLdkgREQzZmyOcBK4,Kings Window Cleaning,window cleaner,"122 Molesey Ave, West Molesey KT8 2ES",KT8,Woking,4.7,405,OPERATIONAL,01372 632029,+44 1372 632029,http://www.kingswindowcleaning.co.uk/,https://maps.google.com/?cid=12539318939258784785
ChIJX_BvtWZ3dkgRKM51_TJuSE8,Zest Clean,window cleaner,"Oakleigh, 477 Woodham Ln, Woodham, Woking GU21 5TL",GU21,Woking,4.6,22,OPERATIONAL,01932 626080,+44 1932 626080,https://www.zestclean.co.uk/,https://maps.google.com/?cid=5712937292599250472
ChIJRcsTG7p3dkgRGymbE_3nsQ8,SPOT FREE FINISH Window Cleaning Service,window cleaner,"Strawberry Fields, Addlestone KT15 1BQ",KT15,Woking,5,93,OPERATIONAL,07379 978759,+44 7379 978759,http://www.spotfreefinish.co.uk/,https://maps.google.com/?cid=1130940055588383003
ChIJK2KhVcIDHmkREsPswH0lqiQ,Fulfilment Cleaning Services,window cleaner,"Cobbetts Walk, Bisley, Woking GU24 9DU",GU24,Woking,5,8,OPERATIONAL,07471 079016,+44 7471 079016,http://www.fulfilmentcleaningservices.com/,https://maps.google.com/?cid=2641965353444098834
ChIJzQJdq4MGdkgRLBIS_gY5rDI,KM Window Cleaning,window cleaner,"flat a, 6 Granville Rd, London SW18 5SL",SW18,Woking,5,209,OPERATIONAL,07575 443347,+44 7575 443347,http://www.thechoiceisclear.co.uk/,https://maps.google.com/?cid=3651356100085813804
